MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,RetentionCalls,RetentionOffersAccepted,ReferralsMadeBySubscriber,IncomeGroup,AdjustmentsToCreditRating,HandsetPrice,ServiceArea_frequency,ChildrenInHH_frequency,HandsetRefurbished_frequency,HandsetWebCapable_frequency,TruckOwner_frequency,RVOwner_frequency,Homeownership_frequency,BuysViaMailOrder_frequency,RespondsToMailOffers_frequency,OptOutMailings_frequency,NonUSTravel_frequency,OwnsComputer_frequency,HasCreditCard_frequency,NewCellphoneUser_frequency,NotNewCellphoneUser_frequency,OwnsMotorcycle_frequency,MadeCallToRetentionTeam_frequency,CreditRating_frequency,PrizmCode_frequency,Occupation_frequency,MaritalStatus_frequency,Churn
52.02,1431.0,50.0,0.74,28.0,0.0,296.0,6.8,12.0,2.0,115.7,5.0,3.0,207.7,87.3,13.0,176.3,240.3,14.0,0.0,5.7,9.0,1.0,1.0,1.0,1.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.57100424385511,0.013172338090010977,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.7445141065830722,0.362830821551656,0
53.63,396.0,50.0,0.0,0.0,0.0,59.0,-0.6,4.7,0.3,28.7,0.0,0.3,83.5,51.0,15.7,95.7,27.0,5.0,0.0,0.3,16.0,2.0,2.0,1.0,1.0,491.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0,74.57669661366366,0.011133761957033087,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.7445141065830722,0.3996956632006087,0
11.69,352.0,10.0,0.0,7.0,0.0,-37.0,-1.7,6.7,1.7,10.7,0.0,0.0,129.5,48.7,30.0,66.3,75.0,8.3,0.0,0.3,18.0,2.0,2.0,2.0,2.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0020385761329778894,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.15031347962382446,0.7445141065830722,0.3987842361321969,1
34.74,239.0,32.0,2.72,0.0,1.1,15.0,-1.5,2.0,1.7,7.7,0.0,0.0,78.5,22.0,9.7,59.0,44.0,3.7,0.0,1.3,35.0,2.0,2.0,2.0,2.0,617.0,44.0,40.0,0.0,0.0,0.0,9.0,0.0,30.0,0.0017249490355966755,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.08244514106583072,1.0,0.642319749216301,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.32695924764890283,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.5742096824350313,0
92.3,401.0,38.0,0.74,154.0,0.0,-57.0,-51.3,4.3,0.0,0.7,0.7,0.0,41.2,20.3,5.3,65.3,24.0,4.3,0.0,0.0,20.0,2.0,2.0,2.0,2.0,477.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.022424337462756783,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.1012539184952978,0.48322884012539186,0.7445141065830722,0.40787881949791965,0
39.21,320.0,40.0,2.48,36.0,0.0,150.0,21.5,2.0,2.3,7.7,0.0,0.7,64.0,6.0,1.7,60.7,35.3,4.3,0.0,0.0,12.0,1.0,1.0,1.0,1.0,357.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73660249430998,0.0250901677904971,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.7445141065830722,0.40380851818949115,1
84.13,1556.0,45.0,0.74,138.0,0.1,321.0,82.8,8.7,8.0,112.7,7.3,2.3,489.0,215.7,81.0,159.0,450.3,16.7,0.0,13.7,14.0,3.0,2.0,4.0,3.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0250901677904971,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.7445141065830722,0.35808726362914656,1
38.3,407.0,40.0,0.0,24.0,0.0,-15.0,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,365.0,30.0,30.0,0.0,0.0,1.0,5.0,0.0,80.1347767076366,0.0009408812921436412,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.15031347962382446,0.7445141065830722,0.6003043367993913,1
35.83,217.0,45.0,0.0,2.0,0.0,41.0,-0.8,0.7,11.7,11.3,0.0,0.0,47.7,12.3,3.3,56.7,45.0,12.3,0.0,0.0,14.0,2.0,2.0,3.0,3.0,192.0,38.0,38.0,0.0,0.0,0.0,7.0,0.0,80.0,0.001254508389524855,0.23887147335423198,0.13573667711598747,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.030094043887147336,0.6003043367993913,0
85.93,292.0,44.0,0.0,6.0,2.1,-114.0,-45.5,2.0,39.7,19.3,0.3,2.0,65.7,4.7,2.7,111.0,43.3,41.7,0.0,0.0,24.0,3.0,1.0,2.0,2.0,321.0,36.0,36.0,0.0,0.0,0.0,7.0,0.0,30.0,0.003606711619883958,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.6003043367993913,0
119.34,1014.0,102.0,1.98,9.0,0.0,-51.0,21.7,9.3,2.0,33.7,3.3,0.7,191.0,27.3,11.3,113.7,66.3,11.3,0.0,0.3,24.0,1.0,1.0,2.0,2.0,463.0,34.0,68.0,0.0,0.0,0.0,4.0,0.0,30.0,0.007213423239767916,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.16630094043887148,0.3996956632006087,0
56.3,128.0,30.0,0.5,85.0,1.8,-4.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,439.0,74.0,68.0,0.0,0.0,0.0,4.0,0.0,63.64243405450125,0.0029794574251215305,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.055642633228840124,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.16630094043887148,0.6003043367993913,1
34.99,1007.0,45.0,0.0,0.0,0.0,-72.0,0.0,4.7,0.0,32.7,0.7,0.0,304.2,91.0,35.7,69.7,140.3,4.7,0.0,7.0,12.0,1.0,1.0,1.0,1.0,361.0,32.0,0.0,0.0,0.0,0.0,5.0,0.0,95.91042842119532,0.0006272541947624275,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.43101456392623544,0
35.52,170.0,30.0,0.25,2.0,4.1,24.0,1.2,2.0,0.0,7.7,0.0,0.3,13.7,4.0,0.0,36.0,24.3,2.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,497.0,46.0,40.0,0.0,0.0,0.0,5.0,0.0,62.72152672140284,0.006429355496314882,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.538427642165826,0
35.48,242.0,45.0,0.5,0.0,0.0,46.0,-0.5,3.3,3.7,22.0,1.0,0.0,34.9,6.0,11.0,56.7,9.3,7.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,371.0,40.0,36.0,0.0,0.0,0.0,6.0,0.0,79.85234276114028,0.00501803355809942,0.23887147335423198,0.8642633228840125,0.9,0.1879310344827586,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.32225705329153603,0.7445141065830722,0.6003043367993913,0
63.27,402.0,70.0,0.0,6.0,0.0,20.0,1.5,4.7,1.7,18.7,0.0,0.0,95.2,17.0,19.3,54.7,48.7,6.3,0.0,0.7,13.0,2.0,2.0,1.0,1.0,382.0,38.0,40.0,0.0,0.0,0.0,6.0,0.0,88.94188837045292,0.005488474204171241,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.16630094043887148,0.6003043367993913,1
59.99,757.0,55.0,0.25,41.0,0.0,299.0,4.2,1.7,0.3,25.3,0.0,0.3,10.2,11.7,0.0,33.3,53.7,2.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,185.0,68.0,0.0,0.0,0.0,0.0,5.0,0.0,94.14873501072138,0.007056609691077309,0.761128526645768,0.8642633228840125,0.1,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.6003043367993913,1
83.48,1470.0,45.0,0.25,137.0,0.0,-274.0,-28.5,18.3,1.3,25.3,1.7,0.0,400.2,59.0,6.3,116.7,207.0,19.7,0.0,0.0,28.0,1.0,1.0,2.0,2.0,196.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,0.006429355496314882,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.4093304356679189,1
28.8,104.0,20.0,2.48,16.0,0.0,-55.0,-7.8,0.3,5.7,1.7,0.0,0.3,9.0,0.0,0.0,17.3,6.0,6.0,0.0,0.0,24.0,1.0,1.0,3.0,2.0,363.0,32.0,36.0,0.0,0.0,0.0,6.0,0.0,30.0,0.003606711619883958,0.761128526645768,0.8642633228840125,0.1,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.6003043367993913,1
124.73,1365.0,54.0,0.25,190.0,4.8,-241.0,35.4,33.7,4.7,81.3,1.3,0.0,332.9,42.3,14.3,210.3,181.3,38.3,0.0,9.3,10.0,2.0,2.0,3.0,3.0,35.0,46.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.008311118080602165,0.761128526645768,0.13573667711598747,0.9,0.1879310344827586,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.034169278996865206,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.3996956632006087,1
125.31,1613.0,55.0,0.0,250.0,0.0,275.0,55.5,16.0,1.7,98.3,0.0,0.0,190.0,66.7,0.7,105.7,240.0,20.7,0.0,0.7,6.0,1.0,1.0,1.0,1.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.54442804526279,0.0319899639328838,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.48322884012539186,0.7445141065830722,0.3539134292014421,0
11.92,36.0,10.0,0.5,0.0,0.2,-9.0,-1.2,0.7,0.0,4.7,0.0,0.0,8.5,5.7,4.3,13.3,1.3,0.7,0.0,0.0,10.0,2.0,2.0,1.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.89644767010434,0.005958914850243061,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.13401253918495298,0.48322884012539186,0.7445141065830722,0.3968886677418356,0
57.36,132.0,50.0,2.72,0.0,0.9,137.0,4.9,0.7,8.7,13.7,0.0,0.3,14.3,6.0,2.7,38.0,11.7,9.3,0.0,0.0,24.0,3.0,3.0,1.0,1.0,735.0,60.0,60.0,0.0,0.0,0.0,9.0,0.0,35.9923263656046,0.010820134859651874,0.761128526645768,0.8642633228840125,0.9,0.1879310344827586,0.08244514106583072,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.15031347962382446,0.16630094043887148,0.6003043367993913,1
113.81,1575.0,55.0,0.25,184.0,0.0,192.0,28.6,12.0,6.0,47.0,5.0,0.3,669.0,73.7,78.3,184.0,344.0,18.0,0.0,14.7,11.0,1.0,1.0,1.0,1.0,333.0,48.0,44.0,0.0,0.0,0.0,9.0,0.0,117.9865983897478,0.0021953896816684962,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.055642633228840124,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.16630094043887148,0.6003043367993913,0
61.66,316.0,30.0,5.94,74.0,0.0,270.0,38.1,2.3,0.3,14.0,0.3,0.0,33.7,16.0,3.3,57.0,26.3,2.7,0.0,0.0,27.0,2.0,2.0,1.0,1.0,814.0,32.0,32.0,0.0,0.0,0.0,8.0,0.0,28.209843494678125,0.0007840677434530343,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.1987460815047022,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.15031347962382446,0.7445141065830722,0.6003043367993913,0
47.11,203.0,60.0,0.0,0.0,0.4,-123.0,-2.1,3.3,2.0,9.0,0.0,0.0,44.1,6.0,0.3,33.0,36.3,5.3,0.0,0.3,12.0,3.0,1.0,1.0,1.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.39820760550109,0.0021953896816684962,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.32695924764890283,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.3953600499047125,0
96.21,644.0,50.0,0.99,136.0,0.5,-194.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,2.0,1.0,329.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,150.0,0.011133761957033087,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.13699059561128527,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.48322884012539186,0.7445141065830722,0.4477707067178952,0
50.45,267.0,50.0,0.0,0.0,0.0,44.0,-0.4,10.0,3.3,23.3,0.7,0.3,43.6,22.0,6.7,53.0,35.0,13.3,0.0,0.0,32.0,1.0,1.0,4.0,2.0,31.0,56.0,88.0,0.0,0.0,0.0,5.0,3.0,100.0,0.0037635251685745647,0.761128526645768,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.642319749216301,0.6253918495297806,0.9847962382445141,0.9443573667711599,0.8155172413793104,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.17131661442006269,0.32225705329153603,0.7445141065830722,0.5812155307720633,0
11.39,122.0,10.0,0.0,11.0,0.0,-8.0,1.8,2.7,0.7,5.3,2.3,0.3,19.9,19.7,6.3,51.7,15.3,3.3,0.0,0.0,15.0,2.0,2.0,1.0,1.0,455.0,46.0,44.0,0.0,0.0,0.0,8.0,0.0,63.97860954457843,0.0021953896816684962,0.23887147335423198,0.8642633228840125,0.9,0.8120689655172414,0.9175548589341693,1.0,0.3576802507836991,0.37460815047021945,0.9847962382445141,0.055642633228840124,0.18448275862068966,0.6730407523510972,0.8012539184952978,0.8630094043887148,0.9862068965517241,0.9658307210031348,0.36191222570532916,0.15031347962382446,0.16630094043887148,0.6003043367993913,1
